# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       2.187006816298e+12       1.580285490665e-22       2.119286364177e-07       1.031953971289e+19       1.419245727512e+04       6.489443548760e-09       3.103900080073e+16       1.223571021215e-07       6.294766405576e+37       2.602237950070e+28       1.377051809746e+29       3.669988173570e-08       4.354523566633e+37       1.064928998858e+38       4.325695344492e-05       2.615995661426e-01 
       2.171804186989e+12       1.602486921517e-22       2.134129317710e-07       1.017656909374e+19       1.419245727512e+04       6.534869653601e-09       3.082323813379e+16       1.232136018360e-07       6.121554722778e+37       2.548347178209e+28       1.348533900798e+29       3.669988173570e-08       4.234701113160e+37       1.035625585197e+38       4.333588949173e-05       2.611230642130e-01 
       2.156707236334e+12       1.625000260272e-22       2.149063220713e-07       1.003557924104e+19       1.419245727512e+04       6.580613741176e-09       3.060897530664e+16       1.240760970485e-07       5.953109267212e+37       2.495572451594e+28       1.320606580473e+29       3.669988173570e-08       4.118175787405e+37       1.007128507032e+38       4.341482553855e-05       2.606482950179e-01 
       2.141715229726e+12       1.647829888922e-22       2.164106263081e-07       9.896542712526e+18       1.419245727512e+04       6.626678037363e-09       3.039620189338e+16       1.249446297274e-07       5.789298887666e+37       2.443890657603e+28       1.293257618037e+29       3.669988173570e-08       4.004856863043e+37       9.794155766085e+37       4.349376158537e-05       2.601752491230e-01 
       2.126827437663e+12       1.670980251026e-22       2.179258444812e-07       9.759432446144e+18       1.419245727512e+04       6.673064783624e-09       3.018490754059e+16       1.258192421351e-07       5.629996041787e+37       2.393279162263e+28       1.266475036049e+29       3.669988173570e-08       3.894656110240e+37       9.524652167085e+37       4.357269763220e-05       2.597039171627e-01 
       2.112043135713e+12       1.694455852566e-22       2.194501576014e-07       9.624221754765e+18       1.419245727512e+04       6.719776237109e-09       2.997508196682e+16       1.266999768296e-07       5.475076696777e+37       2.343715800339e+28       1.240247105112e+29       3.669988173570e-08       3.787487726966e+37       9.262564438489e+37       4.365163367903e-05       2.592342898388e-01 
       2.097361604481e+12       1.718261262833e-22       2.209872036474e-07       9.490884320993e+18       1.419245727512e+04       6.766814670768e-09       2.976671496208e+16       1.275868766670e-07       5.324420232820e+37       2.295178865621e+28       1.214562338740e+29       3.669988173570e-08       3.683268272185e+37       9.007688519446e+37       4.373056972587e-05       2.587663579206e-01 
       2.082782129574e+12       1.742401115308e-22       2.225333446404e-07       9.359394192042e+18       1.419245727511e+04       6.814182373463e-09       2.955979638736e+16       1.284799848032e-07       5.177909349171e+37       2.247647101424e+28       1.189409488323e+29       3.669988173570e-08       3.581916600890e+37       8.759825964202e+37       4.380950577271e-05       2.583001122436e-01 
       2.068304001563e+12       1.766880108570e-22       2.240922185592e-07       9.229725774685e+18       1.419245727511e+04       6.861881650077e-09       2.935431617414e+16       1.293793446964e-07       5.035429972819e+37       2.201099691275e+28       1.164777538203e+29       3.669988173570e-08       3.483353800921e+37       8.518783787589e+37       4.388844181956e-05       2.578355437095e-01 
       2.053926515951e+12       1.791703007209e-22       2.256601874251e-07       9.101853830276e+18       1.419245727511e+04       6.909914821627e-09       2.915026432387e+16       1.302850001088e-07       4.896871169679e+37       2.155516249799e+28       1.140655700853e+29       3.669988173570e-08       3.387503131530e+37       8.284374314771e+37       4.396737786641e-05       2.573726432851e-01 
       2.039648973139e+12       1.816874642750e-22       2.272390702274e-07       8.975753469830e+18       1.419245727511e+04       6.958284225377e-09       2.894763090751e+16       1.311969951091e-07       4.762125058213e+37       2.110876813787e+28       1.117033412143e+29       3.669988173570e-08       3.294289963623e+37       8.056415035117e+37       4.404631391327e-05       2.569114020022e-01 
       2.025470678391e+12       1.842399914599e-22       2.288306859555e-07       8.851400149186e+18       1.419245727511e+04       7.006992214954e-09       2.874640606506e+16       1.321153740745e-07       4.631086725433e+37       2.067161833458e+28       1.093900326726e+29       3.669988173570e-08       3.203641721662e+37       7.834728460101e+37       4.412524996013e-05       2.564518109565e-01 
       2.011390941798e+12       1.868283790992e-22       2.304332156200e-07       8.728769664224e+18       1.419245727511e+04       7.056041160458e-09       2.854658000502e+16       1.330401816925e-07       4.503654145221e+37       2.024352163895e+28       1.071246313497e+29       3.669988173570e-08       3.115487827151e+37       7.619141985108e+37       4.420418600699e-05       2.559938613075e-01 
       1.997409078250e+12       1.894531309965e-22       2.320448402315e-07       8.607838146159e+18       1.419245727510e+04       7.105433448581e-09       2.834814300398e+16       1.339714629639e-07       4.379728098888e+37       1.982429056661e+28       1.049061451161e+29       3.669988173570e-08       3.029759643687e+37       7.409487755048e+37       4.428312205386e-05       2.555375442778e-01 
       1.983524407398e+12       1.921147580331e-22       2.336691977689e-07       8.488582056893e+18       1.419245727510e+04       7.155171482720e-09       2.815108540614e+16       1.349092632042e-07       4.259212097923e+37       1.941374151586e+28       1.027336023888e+29       3.669988173570e-08       2.946390423522e+37       7.205602533660e+37       4.436205810074e-05       2.550828511522e-01 
       1.969736253623e+12       1.948137782679e-22       2.353062882321e-07       8.370978184430e+18       1.419245727510e+04       7.205257683099e-09       2.795539762277e+16       1.358536280461e-07       4.142012308870e+37       1.901169468729e+28       1.006060517055e+29       3.669988173570e-08       2.865315255588e+37       7.007327576419e+37       4.444099414762e-05       2.546297732775e-01 
       1.956043946001e+12       1.975507170380e-22       2.369524736423e-07       8.255003638364e+18       1.419245727510e+04       7.255694486880e-09       2.776107013185e+16       1.368046034419e-07       4.028037480264e+37       1.861797400504e+28       9.852256130826e+28       3.669988173570e-08       2.786471014962e+37       6.814508506940e+37       4.451993019451e-05       2.541783020622e-01 
       1.942446818273e+12       2.003261070609e-22       2.386113919783e-07       8.140635845421e+18       1.419245727510e+04       7.306484348287e-09       2.756809347750e+16       1.377622356655e-07       3.917198871589e+37       1.823240703966e+28       9.648221873526e+28       3.669988173570e-08       2.709796313714e+37       6.626995196775e+37       4.459886624140e-05       2.537284289752e-01 
       1.928944208811e+12       2.031404885382e-22       2.402812242508e-07       8.027852545064e+18       1.419245727510e+04       7.357629738724e-09       2.737645826961e+16       1.387265713147e-07       3.809410184180e+37       1.785482493260e+28       9.448413042118e+28       3.669988173570e-08       2.635231453115e+37       6.444641648529e+37       4.467780228829e-05       2.532801455458e-01 
       1.915535460587e+12       2.059944092608e-22       2.419637894491e-07       7.916631785163e+18       1.419245727509e+04       7.409133146895e-09       2.718615518332e+16       1.396976573134e-07       3.704587494035e+37       1.748506232229e+28       9.252742130591e+28       3.669988173570e-08       2.562718377149e+37       6.267305882185e+37       4.475673833520e-05       2.528334433632e-01 
       1.902219921139e+12       2.088884247157e-22       2.436572685838e-07       7.806951917719e+18       1.419245727509e+04       7.460997078922e-09       2.699717495861e+16       1.406755409141e-07       3.602649186468e+37       1.712295727169e+28       9.061123445131e+28       3.669988173570e-08       2.492200627317e+37       6.094849824558e+37       4.483567438210e-05       2.523883140758e-01 
       1.888996942541e+12       2.118230981937e-22       2.453634806443e-07       7.698791594654e+18       1.419245727509e+04       7.513224058474e-09       2.680950839981e+16       1.416602696999e-07       3.503515892568e+37       1.676835119738e+28       8.873473066590e+28       3.669988173570e-08       2.423623298673e+37       5.927139201791e+37       4.491461042901e-05       2.519447493906e-01 
       1.875865881371e+12       2.147990008993e-22       2.470806066412e-07       7.592129763652e+18       1.419245727509e+04       7.565816626883e-09       2.662314637518e+16       1.426518915873e-07       3.407110427399e+37       1.642108880009e+28       8.689708813735e+28       3.669988173570e-08       2.356932997083e+37       5.764043434813e+37       4.499354647593e-05       2.515027410728e-01 
       1.862826098681e+12       2.178167120620e-22       2.488104655640e-07       7.486945664065e+18       1.419245727509e+04       7.618777343270e-09       2.643807981646e+16       1.436504548279e-07       3.313357729906e+37       1.608101799672e+28       8.509750207257e+28       3.669988173570e-08       2.292077797642e+37       5.605435537666e+37       4.507248252285e-05       2.510622809454e-01 
       1.849876959961e+12       2.208768190489e-22       2.505512384232e-07       7.383218822869e+18       1.419245727509e+04       7.672108784672e-09       2.625429971843e+16       1.446560080111e-07       3.222184804474e+37       1.574798985372e+28       8.333518434525e+28       3.669988173570e-08       2.229007204255e+37       5.451192018637e+37       4.515141856978e-05       2.506233608885e-01 
       1.837017835115e+12       2.239799174787e-22       2.523047442082e-07       7.280929050683e+18       1.419245727508e+04       7.725813546164e-09       2.607179713845e+16       1.456686000667e-07       3.133520664090e+37       1.542185852186e+28       8.160936315069e+28       3.669988173570e-08       2.167672110315e+37       5.301192784108e+37       4.523035461672e-05       2.501859728390e-01 
       1.824248098426e+12       2.271266113384e-22       2.540709829191e-07       7.180056437834e+18       1.419245727508e+04       7.779894240986e-09       2.589056319608e+16       1.466882802666e-07       3.047296275076e+37       1.510248117236e+28       7.991928266779e+28       3.669988173570e-08       2.108024760470e+37       5.155321045048e+37       4.530929066366e-05       2.497501087897e-01 
       1.811567128526e+12       2.303175131002e-22       2.558499545557e-07       7.080581350487e+18       1.419245727508e+04       7.834353500673e-09       2.571058907256e+16       1.477150982279e-07       2.963444503337e+37       1.478971793433e+28       7.826420272807e+28       3.669988173570e-08       2.050018713444e+37       5.013463226087e+37       4.538822671060e-05       2.493157607894e-01 
